source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
2437,what administrative division is Anarkali a neighbourhood and union council of in Lahore?,Data Gunj Buksh Tehsil,Data Sahib Zone,2024-11-01,2024-12-01 00:00:00,…tan. Anarkali also serves as a neighbourhood and union council of Data Gunj Buksh Tehsil of Lahore. It is situated in the region that extends from the south of Lahori Gate of the Walled City to across…,…tan. Anarkali also serves as a neighbourhood and union council of Data Sahib Zone of Lahore. It is situated in the region that extends from the south of Lahori Gate of the Walled City to across the Ma…,,c,
2452,what ethnicity was Sulayman al-Baruni?,Berber,Libyan,2024-08-01,2024-09-01 00:00:00,"Sulayman al-Baruni (; c. 1870 – 1 May 1940) was a Berber Ibadi scholar, poet, statesman and a prominent figure in the history of Libya. Early life and studies Al-Baruni was born in the Jabal Nafusa in…","Sulayman al-Baruni (; c. 1870 – 1 May 1940) was a Libyan Ibadi scholar, poet, statesman and a prominent figure in the history of Libya. Early life and studies Al-Baruni was born in the Jabal Nafusa in…",,c,
2453,what match is used as the reference point for the current caps and goals of the Kenya national football team players?,Seychelles,Comoros,2024-07-01,2024-08-01 00:00:00,"…r the 2026 FIFA World Cup qualification matches against Gabon and Seychelles on 16 and 20 November 2023. Caps and goals are correct as of 20 November 2023, after the match against Seychelles. Recent c…","…and goals are correct as of 30 June 2024, after the match against Comoros. Recent call-ups The following players have also been called up to the Kenya squad within the last twelve months. INJ Withdrew…",,c,
2454,in which suburb of South Africa is St David's Marist located?,Johannesburg,Sandton,2024-06-01,2024-07-01 00:00:00,"…holic preparatory and high school for boys in Inanda, a suburb of Johannesburg, South Africa. The school was established in 1941 by the Marist Brothers. History The school's roots began in post-revolu…","…holic preparatory and high school for boys in Inanda, a suburb of Sandton, South Africa. The school was established in 1941 by the Marist Brothers. History The school's roots began in post-revolution …",,g,
2456,which country abstained from voting on the UN General Assembly resolution condemning the US embargo against Cuba?,Ukraine,Moldova,2024-10-01,2024-11-01 00:00:00,"…023, with only the United States and Israel voting against it and Ukraine abstaining.","…024, with only the United States and Israel voting against it and Moldova abstaining.",,c,
2476,what was the administrative region in which Al-Khalidi was born?,Ottoman Empire,Ottoman Palestine,2024-10-01,2024-11-01 00:00:00,"…homeland (watani) as Jerusalem, and his country (biladuna) as the Ottoman Empire. Early life and education Al-Khalidi was born in Jerusalem, Ottoman Empire in 1842. His father, al-Sayyid Muhammad Ali …","…mpire. Early life and education Al-Khalidi was born in Jerusalem, Ottoman Palestine in 1842. His father, al-Sayyid Muhammad Ali al-Khalidi, served as deputy qadi and chief of the Jerusalem Sharia cour…",,c,
2496,what team is Rowan Warfe associated with in the Bendigo Football League?,Kangaroo Flat,Golden Square,2024-09-01,2024-10-01 00:00:00,…s last game in a one-point win over Hawthorn. Warfe now plays for Kangaroo Flat in the Bendigo Football League.,…last game in a one-point win over Hawthorn. Warfe now coaches for Golden Square in the Bendigo Football League.,,g,
2500,who is the elected MLA from Bargarh to the Legislative Assembly of Odisha?,Debesh Acarya,Ashwini Kumar Sarangi,2024-07-01,2024-08-01 00:00:00,… But later he resigned as MLA from Bijepur Assembly Constituency. Debesh Acarya is the elected MLA from Bargarh to the Legislative Assembly of Odisha. Tourist attractions Nrusinghnath Nrusinghnath is …,… But later he resigned as MLA from Bijepur Assembly Constituency. Ashwini Kumar Sarangi is the elected MLA from Bargarh to the Legislative Assembly of Odisha.,,g,
2501,who is the elected MP from Bargarh Lok Sabha constituency?,Suresh Pujari,Pradip Purohit,2024-07-01,2024-08-01 00:00:00,"… Sabha (Parliament) and 7 Vidhan Sabha (Assembly) constituencies. Suresh Pujari of BJP is the elected MP from Bargarh Lok Sabha constituency, which covers areas of Bargarh as well as Jharsuguda. Navee…","… Sabha (Parliament) and 7 Vidhan Sabha (Assembly) constituencies. Pradip Purohit of BJP is the elected MP from Bargarh Lok Sabha constituency, which covers areas of Bargarh as well as Jharsuguda.",,g,
2522,what bus service provides connecting service at Riverfront station?,MTA buses,WeGo Public Transit buses,2024-08-01,2024-09-01 00:00:00,"…e at the station, however, connecting bus service is provided via MTA buses. It is within walking distance of Nissan Stadium via the previously mentioned John Seigenthaler Pedestrian Bridge. The two b…","…e at the station, however, connecting bus service is provided via WeGo Public Transit buses. It is within walking distance of Nissan Stadium via the previously mentioned John Seigenthaler Pedestrian B…",,g,
2523,which football club does Clark Stuart Keltie play for as a midfielder?,Sorrento FC,Floreat Athena fc,2024-10-01,2024-11-01 00:00:00,"… an English professional footballer who plays as a midfielder for Sorrento FC. He has notably played in the Football League for Darlington, Rochdale and Lincoln City, and in the Icelandic Premier Leag…","… an English professional footballer who plays as a midfielder for Floreat Athena fc. He has notably played in the Football League for Darlington, Rochdale and Lincoln City, and in the Icelandic Premie…",,g,
2526,what scenic byway does the Lariat Loop connect to at Bergen Park?,Mount Evans Scenic Byway,Mount Blue Sky Scenic Byway,2024-07-01,2024-08-01 00:00:00,"…d Rocks Park, and Dinosaur Ridge. The Lariat Loop connects to the Mount Evans Scenic Byway at Bergen Park. Route The byway includes portions of State Highway 93 between Golden and Morrison, State High…","…d Rocks Park, and Dinosaur Ridge. The Lariat Loop connects to the Mount Blue Sky Scenic Byway at Bergen Park. Route The byway includes portions of State Highway 93 between Golden and Morrison, State H…",,g,
2542,how many subcategories are baritones often broken down into?,nine,seven,2024-06-01,2024-07-01 00:00:00,"… and dexterity of the voice. Baritones are often broken down into nine subcategories: baryton-Martin, lyric baritone, bel canto or coloratura baritone, kavalierbariton, heldenbaritone, Verdi baritone,…","… and dexterity of the voice. Baritones are often broken down into seven subcategories: baryton-Martin, lyric baritone, kavalierbariton, Verdi baritone, dramatic baritone, baryton-noble, and bass-barit…",수치?,c,
2545,what are the summits of An Teallach classified as?,Marilyns,Munros,2024-08-01,2024-09-01 00:00:00,"…), with 10 mountains over . These summits of An Teallach are thus Marilyns. References Broom Broom Category:Ross and Cromarty","…c), with 10 mountains over . These summits of An Teallach are thusMunros. References Broom Broom Category:Ross and Cromarty",,c,
2547,what is the name of the local radio station that broadcasts on 97.5 FM?,Pulse 1,Hits Radio West Yorkshire,2024-10-01,2024-11-01 00:00:00,"…7 FM, Capital Yorkshire on 105.6 FM, Heart Yorkshire on 107.6 FM, Pulse 1 on 97.5 FM, Greatest Hits Radio West Yorkshire on 96.3 FM, and Rombalds Radio, a community based radio station that broadcast …","…7 FM, Capital Yorkshire on 105.6 FM, Heart Yorkshire on 107.6 FM, Hits Radio West Yorkshire on 97.5 FM, Greatest Hits Radio West Yorkshire on 96.3 FM, and Rombalds Radio, a community based radio stati…",수치?,g,
2559,who is the current president of Young Liberals of Norway?,Sondre Hansmark,Omar Svendsen-Yagci,2024-11-01,2024-12-01 00:00:00,"…th Anders Kirkhusmo as the first leader. The current president is Sondre Hansmark, since 2017. Vice presidents are Ane Breivik and Lars Brandsås, and the International Officer is Idun Gulla Dyrnes. It…","…th Anders Kirkhusmo as the first leader. The current president is Omar Svendsen-Yagci, since 2024. Vice presidents are Tejn Rolland and Emma Strandbakke, and the International Officer is Hans Fredrik …",,g,
2560,what island did South Carolina purchase from Ted Turner and now operates as part of Hunting Island State Park?,Pritchard's Island,St. Phillips Island,2024-09-01,2024-10-01 00:00:00,"…ilmed in forests on the island. In 2017, South Carolina purchased Pritchard's Island from Ted Turner, which is now operated as part of Hunting Island State Park, with a regular ferry to take tours of …","…ilmed in forests on the island. In 2017, South Carolina purchased St. Phillips Island from Ted Turner, which is now operated as part of Hunting Island State Park, with a regular ferry to take tours of…",,g,
2561,what team did Eoin Doyle not become a major player for under Michael O'Neill after the signing of Gary Twigg?,Shams,Rovers,2024-07-01,2024-08-01 00:00:00,"…nfortunately for Doyle he did not become a major player under new Shams manager, Michael O'Neill after the signing of Gary Twigg. Sligo Rovers Doyle joined Sligo Rovers on 16 July 2009. He scored on h…","…nfortunately for Doyle he did not become a major player under new Rovers manager, Michael O'Neill after the signing of Gary Twigg. Sligo Rovers Doyle joined Sligo Rovers on 16 July 2009. He scored on …",,g,
2562,who is the head of the Indian Youth Congress?,Srinivas BV,Uday Bhanu Chib,2024-09-01,2024-10-01 00:00:00,"…Youth Congress has its headquarters in New Delhi and is headed by Srinivas BV. There are 39 office bearers at the national level, followed by the state, Loksabha, Assembly and Booth level.","…Youth Congress has its headquarters in New Delhi and is headed by Uday Bhanu Chib. There are 39 office bearers at the national level, followed by the state, Loksabha, Assembly and Booth level.",,g,
2568,how many sites does the Huntington Beach Union High School District oversee?,eleven,eight,2024-11-01,2024-12-01 00:00:00,"…each, Fountain Valley, Garden Grove, and Westminster. It oversees eleven sites, offering courses for students in grades 9–12.","…. Huntington Beach, Fountain Valley, and Westminster. It oversees eight sites, offering courses for students in grades 9–12. The union high school district also offers courses through an affiliated ad…",수치?,c,
2569,who is the superintendent of the Huntington Beach Union High School District?,Dr. Clint Harwick,Dr. Carolee Ogata,2024-11-01,2024-12-01 00:00:00,…affiliated adult school. Its superintendent since January 2017 is Dr. Clint Harwick.,…filiated adult school. Its superintendent since September 2024 is Dr. Carolee Ogata. Board of trustees Current trustees Trustee Diana Carey (2018–present) Trustee Bonnie Castrey (1985–present) Trustee…,,g,
2571,in which round of the NCAA Tournament did Wake Forest get blown out by 13-seed Cleveland State?,Second round,First round,2024-11-01,2024-12-01 00:00:00,…ryland before getting blown out by 13-seed Cleveland State in the second round of the NCAA Tournament.,"…school history. However, they went out with a thud, losing in the first round of the ACC Tournament to Maryland before getting blown out by 13-seed Cleveland State in the first round of the NCAA Tourn…",수치?,c,
2578,how many days does the Iceland Airwaves festival span?,Four days,Three days,2024-07-01,2024-08-01 00:00:00,"…ually in early November in Reykjavík, Iceland. The festival spans four days (Wednesday - Saturday) and its main focus is showcasing new music, both Icelandic and international. Festival The first show…","…ually in early November in Reykjavík, Iceland. The festival spans three days (Thursday - Saturday) and its main focus is showcasing new music, both Icelandic and international. Festival The first show…",수치?,c,
2588,what nationality was Colin Steele McRae?,British,Scottish,2024-07-01,2024-08-01 00:00:00,"Colin Steele McRae, (5 August 1968 – 15 September 2007), was a British rally driver. He was the 1991 and 1992 British Rally Champion, and in 1995 became the first British driver to win the World Rally…","Colin Steele McRae, (5 August 1968 – 15 September 2007), was a Scottish rally driver. He was the 1991 and 1992 British Rally Champion, and in 1995 became the first British driver to win the World Rall…",,c,
2589,what nationality is Colin Steele McRae?,Scottish,British,2024-11-01,2024-12-01 00:00:00,"Colin Steele McRae, (5 August 1968 – 15 September 2007), was a Scottish rally driver. He was the 1991 and 1992 British Rally Champion, and in 1995 became the first British driver to win the World Rall…","Colin Steele McRae, (5 August 1968 – 15 September 2007), was a British rally driver from Scotland. He was the 1991 and 1992 British Rally Champion, and in 1995 became the first British driver to win t…",,c,
2610,what town in England is Western Springs twinned with?,Cannock Chase,Rugeley,2024-08-01,2024-09-01 00:00:00,"…h State Senate District Twin town Western Springs is twinned with Cannock Chase, England. References External links Village of Western Springs official website Western Springs Historical Society Thoma…","…h State Senate District Twin town Western Springs is twinned with Rugeley, England. References External links Village of Western Springs official website Western Springs Historical Society Thomas Ford…",,c,
2612,what type of building is a larger building considered in the National Building Code of Canada?,Part 3 building,Part 4 building,2024-08-01,2024-09-01 00:00:00,"…the scope of Part 9 is exceeded. Larger buildings are considered ""Part 3 buildings"" and parts 1 through 8 apply. Part 3 is the largest and most complicated part of the building code.","…the scope of Part 9 is exceeded. Larger buildings are considered ""Part 4 buildings"" and parts 1 through 8 apply. Part 4 is the largest and most complicated part of the building code.",수치?,c,
2613,which railroad planned to demolish the structure of the former 1897 station house?,Illinois & Central Railroad,Chicago & North Western Railroad,2024-07-01,2024-08-01 00:00:00,"… Wilmette launched a village bus system named Wilbus. In 1974 the Illinois & Central Railroad planned to demolish the structure of the former 1897 station house, which it had previously been using for…","… Wilmette launched a village bus system named Wilbus. In 1974 the Chicago & North Western Railroad planned to demolish the structure of the former 1897 station house, which it had previously been usin…",,c,
2618,who is Mario Carević the manager of?,Šibenik,Gorica,2024-10-01,2024-11-01 00:00:00,"…who played as a midfielder. Since June 2023, he is the manager of Šibenik. Carević made his debut for the Croatia national team in a friendly match against Macedonia in 2003. While he was a regular fo…","… played as a midfielder. Since October 2024, he is the manager of Gorica. Carević made his debut for the Croatia national team in a friendly match against Macedonia in 2003. While he was a regular for…",,g,
2625,what music format does WCTP (88.5 FM) broadcast?,Southern Gospel music,Christian contemporary music,2024-08-01,2024-09-01 00:00:00,"…8.5 FM, ""Christian Radio 88.5"") is a radio station broadcasting a Southern Gospel music format. Licensed to Gagetown, Michigan, it first began broadcasting in 2006 under the WPEE call sign. The statio…","WCTP (88.5 FM, ""Smile FM"") is a radio station broadcasting a Christian contemporary music format. Licensed to Gagetown, Michigan, it first began broadcasting in 2006 under the WPEE call sign. The stat…",,g,
2627,which company operates a bus service to the airport from Darlington?,Arriva North East,Stagecoach North East,2024-09-01,2024-10-01 00:00:00,"…Jersey 2,350 1.1%10 Belfast-City 1,365 82.7% Ground transport Bus Arriva North East operates a bus service (No.12) that runs from Hurworth and Darlington to the airport six times per day. The extensio…","…Jersey 2,350 1.1%10 Belfast-City 1,365 82.7% Ground transport Bus Stagecoach North East operates a bus service (No.6/6A) that runs from Stockton-on-Tees and Darlington to the airport six times per day…",,g,
2630,where did the Dukas abandon their life before moving to the United States?,Albania,Macedonia,2024-06-01,2024-07-01 00:00:00,"… Turkey, worked at his father's pizzeria. Agron Abdullahu, ethnic Albanian from Kosovo, said to have provided weaponry instruction to the group. He worked at a ShopRite supermarket in Buena Vista Town…","…Jersey. Background In the late 1980s, the Dukas abandoned life in Macedonia and moved to the United States as illegal immigrants and settled in Brooklyn in New York.",,c,
3040,where does Godzilla go after Miki removes the mind control device from its neck?,Birth Island,Baas Island,2024-06-01,2024-07-01 00:00:00,… SpaceGodzilla may appear someday. Godzilla makes its way back to Birth Island after Miki uses her psychic powers to remove the mind control device from its neck. Godzilla turns to her and nods in gra…,… SpaceGodzilla may appear someday. Godzilla makes its way back to Baas Island after Miki uses her psychic powers to remove the mind control device from its neck. Godzilla turns to her and nods in grat…,,c,
3416,how many councillors are in the Ravenmeols electoral ward that Little Altcar is part of?,Seven councillors,Three councillors,2024-10-01,2024-11-01 00:00:00,"…e of Little Altcar is part of Ravenmeols electoral ward which has seven councillors, the recent election in May 2024 has resulted in no overall majority, split between FRAG, Labour and the Liberal Dem…",…o Sefton Council the village is part of Ravenmeols ward which has three councillors.,수치?,c,
3421,where did Francis Stanley Arnot Hewitt die?,Ireland,Belfast,2024-10-01,2024-11-01 00:00:00,"Francis Stanley Arnot Hewitt (13 March 1936 in Belfast, Northern Ireland – 14 August 2001 in IrelandCricket Archive profile) was an Irish cricketer. A right-handed batsman and right-arm fast-medium an…","Francis Stanley Arnot Hewitt (13 March 1936 in Belfast, Northern Ireland – 14 August 2001 in BelfastCricket Archive profile) was an Irish cricketer. A right-handed batsman and right-arm fast-medium an…",,c,
3422,what battalion in the Norwegian Army has a twofold main mission: A military and a non-military one?,Jaeger Battalion GSV,Ranger Battalion GSV,2024-06-01,2024-07-01 00:00:00,"Jaeger Battalion GSV (, formerly known as the Garrison of Sør-Varanger) is a battalion in the Norwegian Army that monitors the border between Norway and Russia. It is located at Høybuktmoen in Sør-Var…","Ranger Battalion GSV (, formerly known as the Garrison of Sør-Varanger) is a battalion in the Norwegian Army that monitors the border between Norway and Russia. It is located at Høybuktmoen in Sør-Var…",,g,
3423,how many border stations do the soldiers get divided up and sent to after six months of training?,six,two,2024-07-01,2024-08-01 00:00:00,"…iers stay in the education company to become border guards. After six months, through basic training, advanced training and specialist/designated training, the soldiers are divided up and sent to one …","…ated training, the soldiers are divided up and sent to one of the two border stations. The border service requires physical and mental stamina, discipline and the ability to think, decide and initiate…",수치?,c,
3424,what was Pazhassi Raja's birth caste?,Samantha Nair,Kshatriya Varma,2024-10-01,2024-11-01 00:00:00,"…-day Kerala-Karnataka border. Kingdom Pazhassi Raja was born as a Samantha Nair in the Royal Padinjare Kovilakam (Western Branch) of Purannattukara Swarupam, the royal lineage of Kottayam. This branch…","…-day Kerala-Karnataka border. Kingdom Pazhassi Raja was born as a Kshatriya Varma in the Royal Padinjare Kovilakam (Western Branch) of Purannattukara Swarupam, the royal lineage of Kottayam. This bran…",,c,
3438,"what raga is the song ""Kanmaniye Pesu"" set in?",Shivaranjani,Pahādi,2024-11-01,2024-12-01 00:00:00,"…efore the three-day schedule. The song ""Kanmaniye Pesu"" is set in Shivaranjani raga, and ""Vaanile Thenila"" is set in Chakravakam. Reception Jayamanmadhan of Kalki praised the performance of Haasan and…","…-in-law Sasidharan Muniyandi. The song ""Kanmaniye Pesu"" is set in Pahādi raga, and ""Vaanile Thenila"" is set in Chakravakam.",,c,
3439,who is the person the British are trying to draw out by raping and murdering Valliyammai?,Thevar,Santhanam,2024-06-01,2024-07-01 00:00:00,"Unknown to his family, he is also Santhana Thevar, the masked vigilante leader of a group that terrorizes the British colonizers in town and helps the locals. Joseph, a former soldier, joins Santhana …","Unknown to his family, he is also Santhanam, the masked vigilante leader of a group that terrorizes the British colonizers in town and helps the locals. Joseph, a former soldier, joins Santhanam's gro…",,c,
3440,which division of the All-Ireland League is Malone RFC currently in?,Division 1B,Division 2B,2024-11-01,2024-12-01 00:00:00,"…lub based in Belfast, in Northern Ireland. It is currently in the Division 1B of the All-Ireland League. The club is affiliated with the Ulster Branch, itself part of the Irish Rugby Football Union. I…","…lub based in Belfast, in Northern Ireland. It is currently in the Division 2B of the All-Ireland League. The club is affiliated with the Ulster Branch, itself part of the Irish Rugby Football Union. I…",,g,
3441,what league did the Chiba Lotte Marines belong to when Winston Abreu signed with them?,Japan's Pacific League,Nippon Professional Baseball,2024-08-01,2024-09-01 00:00:00,"… of the 2008 season, Abreu signed with the Chiba Lotte Marines of Japan's Pacific League.","… of the 2008 season, Abreu signed with the Chiba Lotte Marines of Nippon Professional Baseball.",,g,
3454,where is the 1st Alpini Regiment based?,Pinerolo,Turin,2024-08-01,2024-09-01 00:00:00,…ctive mountain warfare regiment of the Italian Army last based in Pinerolo in Piedmont. The regiment belongs to the Italian Army's Alpini infantry speciality and was last active as Alpini Battalion Mo…,…giment () in a mountain warfare unit of the Italian Army based in Turin in Piedmont. The regiment belongs to the Italian Army's Alpini infantry speciality and was last active as Alpini Battalion Mondo…,,g,
3460,what was the nationality of the non-Italian and non-French member of the twelfth winter team at Concordia Station?,Dutch,Belgian,2024-10-01,2024-11-01 00:00:00,"…0, 2016, with twelve overwintering (five Italian, six French, one Dutch): Vitale Stanzione: Station Leader, Glaciology, Elvio Lazzarini: Medical Doctor, Alessandro Fausto: Information and Communicatio…","…0, 2016, with twelve overwintering (five Italian, six French, one Belgian): Vitale Stanzione: Station Leader, Glaciology, Elvio Lazzarini: Medical Doctor, Alessandro Fausto: Information and Communicat…",,g,
3461,"in which state are the Ika-speaking communities of Owanikeke, Owa-Riuzo Idu, Igbogili, Ute Oheze, Owa Ute, Oheze Ute, Obagie N’Oheze, Oghada, and Ogan and Ute Obagie N’Oheze found?",Edo State,Delta State,2024-10-01,2024-11-01 00:00:00,"…y. The dialect is spoken primarily by the Ika people of Delta and Edo states of southern Nigeria. More specifically, the Ika people are in the North-West of Delta State; but some, like Igbanke, Inyele…","…geria. More specifically, the Ika people are in the North-West of Delta State; but some, like Igbanke, Inyelen and Ekpon, are currently in Edo State. Ika communities mostly comprise the following: Agb…",,c,
3464,"which regiment did the Alpini Battalion ""Edolo"" belong to?",6th Alpini Regiment,5th Alpini Regiment,2024-08-01,2024-09-01 00:00:00,"…s transferred together with the Alpini Battalion ""Vestone"" to the 6th Alpini Regiment. On 10 September 1935, the 2nd Alpine Division ""Tridentina"" was formed, which consisted of the 5th Alpini Regiment…","…. The brigade included, besides the 6th Alpini Regiment, also the 5th Alpini Regiment, 7th Alpini Regiment, and 2nd Mountain Artillery Regiment. In November 1926, the regiment returned the Alpini Batt…",,g,
3468,how many graphic novels are part of the Camp Half-Blood Chronicles media franchise?,seven,nine,2024-11-01,2024-12-01 00:00:00,"…ee crossover short stories, an essay collection, multiple guides, seven graphic novels, two films, a video game, a musical, and other media. Set in the modern world, it focuses on groups of demigod te…","…ee crossover short stories, an essay collection, multiple guides, nine graphic novels, two films, a live action tv series, a video game, a musical, and other media. Set in the modern world, it focuses…",수치?,c,
3470,what type of musician was Chris Kelly?,Jazz trumpeter,Blues trumpeter,2024-11-01,2024-12-01 00:00:00,"Chris Kelly (c. 1890 – August 19, 1929) was an American jazz trumpeter born in Plaquemines Parish, Louisiana, United States, on 'Deer Range Plantation', best known for his early contributions on the N…","Chris Kelly (c. 1890 – August 19, 1929) was an American blues trumpeter born in Plaquemines Parish, Louisiana, United States, on 'Deer Range Plantation', best known for his early contributions on the …",,c,
3473,where were the Brahmins brought from by King Mayurasharman to found the Kadamba dynasty?,Northern India,Ahichatra,2024-11-01,2024-12-01 00:00:00,…ding in mathas. Havyakas are descended from Brahmins brought from Northern India by King Mayurasharman who founded the Kadamba dynasty. These Brahmins were originally from the Ahichchatra kingdom near…,…ding in mathas. Havyakas are descended from Brahmins brought from Ahichatra by King Mayurasharman who founded the Kadamba dynasty in Kuntala. These Brahmins were originally from the Ahichchatra kingdo…,,c,
3485,what type of specialized shoes do placekickers in the modern game usually wear?,Football boots,Soccer cleats,2024-11-01,2024-12-01 00:00:00,"…s Placekickers in the modern game usually wear specialized shoes (football boots). The reason for this is that, as compared to regular football cleats which use tougher and stiffer plastic, football b…","…s Placekickers in the modern game usually wear specialized shoes (soccer cleats). The reason for this is that, as compared to regular football cleats which use tougher and stiffer plastic, soccer clea…",,c,
3487,who got into one of the cars with the armed men?,Chalino,Sánchez,2024-06-01,2024-07-01 00:00:00,…k Chevrolet Suburbans. They showed state police ID cards and told Chalino their commander wanted to see him. Chalino agreed and got into one of their cars while the others stayed behind. The following…,"A video shows Sánchez reading the note, showing signs of worry, then crumpling up the note and continuing to sing. After midnight, Sánchez left the club with two of his brothers, a cousin, and several…",,c,
3491,which team does Andri Guðjohnsen's middle son play for?,Lyngby,KAA Gent,2024-07-01,2024-08-01 00:00:00,…lfsborg. Middle son Andri Lucas (born 2002) plays for Danish side Lyngby.,…g. Middle son Andri Guðjohnsen (born 2002) plays for Belgium side KAA Gent.,,g,
3494,what is the ranking of the Rungrado 1st of May Stadium by seating capacity?,Second-largest,First largest,2024-07-01,2024-08-01 00:00:00,"…nt being the 13th World Festival of Youth and Students. It is the second-largest stadium in the world by seating capacity. The stadium has a seating capacity of 114,000 spectators.","…nt being the 13th World Festival of Youth and Students. It is the first largest stadium in the world by seating capacity. The stadium has a seating capacity of 150,000 spectators.",수치?,c,
3496,how many international commissions does IUGS run?,Seven,Nine,2024-10-01,2024-11-01 00:00:00,"…g Reporters, Deep-Time Digital Earth (DDE). Commissions IUGS runs seven international commissions, covering the following topics: Commission for the Management and Application of Geoscience Informatio…","…g Reporters, Deep-Time Digital Earth (DDE). Commissions IUGS runs nine international commissions, covering the following topics: Commission for the Management and Application of Geoscience Information…",수치?,c,
3503,what nationalities is Ian McIntosh described as having?,Southern Rhodesian-born Zimbabwean,Zimbabwean–South African,2024-11-01,2024-12-01 00:00:00,Ian McIntosh (24 September 1938 – 5 April 2023) was a Southern Rhodesian-born Zimbabwean rugby union coach. He served as head coach for the Springboks during 1993 and 1994. McIntosh grew up near Bulaw…,Ian McIntosh (24 September 1938 – 5 April 2023) was a Zimbabwean–South African rugby union coach. He served as head coach for the Springboks during 1993 and 1994. McIntosh grew up near Bulawayo in Mat…,,c,
