source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
1308,"how many years was ""Afterglow"" a staple on Genesis tours?",over ten years,over forty years,2024-10-01,2024-11-01 00:00:00,…ed to create a drone effect. It was a staple on Genesis tours for over ten years.,"…ed to create a drone effect. It was a staple on Genesis tours for over forty years. Unreleased material The group rehearsed Hackett's ""Please Don't Touch"" for Wind & Wuthering, but decided not to reco…",수치?,c,
1313,how many weeks of training do missionaries who already speak the language of their assigned area typically receive before being sent to their mission?,Three weeks,Four weeks,2024-09-01,2024-10-01 00:00:00,…e language of their assigned area are sent to their mission after three weeks. Other missionaries may spend as many as nine additional weeks in language training.,…e language of their assigned area are sent to their mission after four weeks. Other missionaries may spend as many as nine additional weeks in language training.,수치?,c,
1314,how many studio albums does Cornelius have?,six,eight,2024-07-01,2024-08-01 00:00:00,"…rs in depth. Discography The discography of Cornelius consists of six studio albums, three soundtracks, eight remix albums, three extended plays, fourteen singles and seven video albums. Studio albums…","…rs in depth. Discography The discography of Cornelius consists of eight studio albums, three soundtracks, eight remix albums, three extended plays, fourteen singles and seven video albums. Studio albu…",수치?,c,
1319,what is the easternmost region in the range of the collared kingfisher?,Polynesia,Melanesia,2024-10-01,2024-11-01 00:00:00,"…s a wide range extending from the Red Sea across southern Asia to Polynesia. A number of subspecies and subspecies groups have been split from this species including the Pacific kingfisher, the islet …","…s a wide range extending from the Red Sea across southern Asia to Melanesia. A number of subspecies and subspecies groups have been split from this species including the Pacific kingfisher, the islet …",,c,
1320,where did Anne Murray live in Ontario for over 40 years?,Markham,Thornhill,2024-07-01,2024-08-01 00:00:00,"…atment and continues to pursue a career in music. Murray lived in Markham, Ontario, for over 40 years, from the late 1970s through 2019. In 2019, she returned to live in her home province of Nova Scot…","…atment and continues to pursue a career in music. Murray lived in Thornhill, Ontario, for over 40 years, from the late 1970s through 2019. In 2019, she returned to live in her home province of Nova Sc…",,c,
1331,"which Arab countries, aside from Syria and the Palestinian territories, have immigrants that form significant diasporas in other Arab states?",Sudan,Lebanon,2024-08-01,2024-09-01 00:00:00,"…st Asia, and West Africa. Immigrants from Arab countries, such as Sudan, Syria and the Palestinian territories, also form significant diasporas in other Arab states. Overview Arab expatriates contribu…","…st Asia, and West Africa. Immigrants from Arab countries, such as Lebanon, Syria and the Palestinian territories, also form significant diasporas in other Arab states. Overview Arab expatriates contri…",,c,
1334,how many times has Rhode Island placed at the Miss Teen USA Pageant?,Seven,Eight,2024-08-01,2024-09-01 00:00:00,"…he name of the title held by that winner. Rhode Island has placed seven times at the Miss Teen USA Pageant, most recently in 2023 when Lola Paolissi made the top 20, it is the state's first placement …","…he name of the title held by that winner. Rhode Island has placed eight times at the Miss Teen USA Pageant, most recently in 2024 when Carissa Tillinghast made the top 20. The state's first finalist w…",수치?,c,
1336,what archdiocese is the Diocese of Le Puy-en-Velay originally/subordinately a suffragan of?,Archdiocese of Clermont,Archdiocese of Bourges,2024-09-01,2024-10-01 00:00:00,"…Auvergne-Rhône-Alpes. Currently the diocese is a suffragan of the Archdiocese of Clermont. Last bishop, as of April 2015 was bishop Luc Crépy. Actually is bishop in Versailles, Since February 2021.",…lpes. The diocese was originally a suffragan (subordinate) of the archdiocese of Bourges. By the 11th century it had become a direct suffragan of the papacy. The old Diocese of Le Puy was suppressed b…,,c,
1349,what is the ranking of French as the most spoken language by total number of speakers?,Fifth,Sixth,2024-09-01,2024-10-01 00:00:00,"…ench is also the 16th most natively spoken language in the world, fifth most spoken language by total number of speakers and is on the top five of the most studied languages worldwide (with about 120 …","…ench is also the 16th most natively spoken language in the world, sixth most spoken language by total number of speakers and is on the top five of the most studied languages worldwide (with about 120 …",수치?,c,
1352,what month did Season 1 of Rowan & Martin's Laugh-In end?,March,April,2024-10-01,2024-11-01 00:00:00,"…on, and Monte Landis. Season 1, 1968 Season 1 ran from January to March, 1968 with 14 episodes. Gary Owens joined the cast in the first episode along with series regulars Pamela Austin, Eileen Brennan…","…on, and Monte Landis. Season 1, 1968 Season 1 ran from January to April 1968 with 14 episodes. Gary Owens joined the cast in the first episode along with series regulars Pamela Austin, Eileen Brennan,…",,c,
1357,when did coal deposition resume after being interrupted by the Permian-Triassic extinction event?,Later in the Permian,Later in the Middle Triassic,2024-10-01,2024-11-01 00:00:00,"…interrupted by the Permian-Triassic extinction event, but resumed later in the Permian. Extensive bituminous coal deposits of Permian age are found in Siberia, east Asia, and Australia.","…interrupted by the Permian-Triassic extinction event, but resumed later in the Middle Triassic. Extensive bituminous coal deposits of Permian age are found in Siberia, east Asia, and Australia.",,c,
1358,who owns the American premium cable and satellite television network Starz?,Lionsgate,Starz Entertainment,2024-11-01,2024-12-01 00:00:00,"… American premium cable and satellite television network owned by Lionsgate, and is the flagship property of parent subsidiary Starz Inc. Launched in 1994 as a multiplex service of Starz Encore, progr…","… American premium cable and satellite television network owned by Starz Entertainment, and is the flagship property of parent subsidiary Starz Inc. Launched in 1994 as a multiplex service of Starz Enc…",,g,
1359,"where was ""Long Gone Day"" first performed live by the band?",The Moore Theatre,The Crocodile Cafe,2024-07-01,2024-08-01 00:00:00,"…ve at the band's April 29, 1995 concert in Seattle, Washington at the Moore Theatre. A performance of ""Long Gone Day"" can be found on the Live at the Moore home video release. Personnel Layne Staley –…","…ve at the band's April 22, 1995 concert in Seattle, Washington at the Crocodile Cafe. A performance of ""Long Gone Day"" can be found on the Live at the Moore home video release. Personnel Layne Staley …",,c,
1361,who starred alongside Sidney Poitier in the film adaptation of the novel?,Lulu,Judy Geeson,2024-11-01,2024-12-01 00:00:00,…was made into a film of the same name starring Sidney Poitier and Lulu. The film's title song became a U.S. 1 hit that year.,…was made into a film of the same name starring Sidney Poitier and Judy Geeson. The film's title song sung by Lulu became a U.S. 1 hit that year.,,c,
1375,who liberated the village of Varsseveld from Nazi control?,English Allied Forces,Canadian forces,2024-08-01,2024-09-01 00:00:00,"…r weeks later, on 31 March 1945, the village was liberated by the English Allied Forces.","… Four weeks later, on 31 March 1945, the village was liberated by Canadian forces.",,c,
1377,what constituency did Addo-Kufuor represent in parliament after the 2004 Ghanaian general elections?,Bekwai constituency,Manhyia constituency,2024-08-01,2024-09-01 00:00:00,…tions Addo-Kufuor was elected as the member of parliament for the Bekwai constituency of the Ashanti Region of Ghana in the 2004 Ghanaian general elections. He won on the ticket of the New Patriotic P…,"…ament during the December 1996 Ghanaian General Elections for the Manhyia Constituency in the Ashanti Region. He polled 59,227 votes out of the 72,789 valid votes cast representing 63.30% against Yaw …",,c,
1379,what is the name of the arena that is a neighbor of California Hospital Medical Center?,Staples Center,Crypto.com Arena,2024-07-01,2024-08-01 00:00:00,"… over 70,000 patients each year. The hospital's neighbors include Staples Center, ""L.A. Live"" and the Fashion Institute of Design & Merchandising. Services California Hospital's services include: Emer…","… over 70,000 patients each year. The hospital's neighbors include Crypto.com Arena, ""L.A. Live"" and the Fashion Institute of Design & Merchandising. Services California Hospital's services include: Em…",,g,
1390,"in which language does the word ""danta"" mean Tooth?",Telugu,Odia,2024-11-01,2024-12-01 00:00:00,"…om. Emperor Asoka fought Kalinga War in 261 BC. The word danta in Telugu Language means Tooth. Dantapura, the reputed capital of ancient Kalingas. There is similarity between Dantavuram and Dantapura …","…om. Emperor Asoka fought Kalinga War in 261 BC. The word danta in Odia Language means Tooth. Dantapura, the reputed capital of ancient Kalingas. There is similarity between Dantavuram and Dantapura of…",,c,
1391,what Assembly constituency is the mandal a part of?,Chandragiri Assembly constituency,Tirupati Assembly constituency,2024-10-01,2024-11-01 00:00:00,"…epartment of AP Politics The mandal is one of the 7 mandals under Chandragiri Assembly constituency, which in turn is a part of Chittoor Lok Sabha constituency of Andhra Pradesh. , the mandal has 92,7…","…epartment of AP Politics The mandal is one of the 2 mandals under Tirupati Assembly constituency, which in turn is a part of Tirupati Lok Sabha constituency of Andhra Pradesh. , the mandal has 92,775 …",,c,
1392,"who was left in charge of the German company ""Meister Lucius & Bruening"" after the Germans left due to World War I?",Goembab,Valaulikar,2024-08-01,2024-09-01 00:00:00,"…ture and culture Due to World War I, the Germans had to leave and Goembab was left in charge of the company. He managed the company well in the absence of its management and on their return, he earned…","…ture and culture Due to World War I, the Germans had to leave and Valaulikar was left in charge of the company. He managed the company well in the absence of its management and on their return, he ear…",,c,
1394,who did the Mongol forces under Hulagu defeat in the Siege of Baghdad?,Ayyubids,Abbasids,2024-09-01,2024-10-01 00:00:00,"…ols in Syria In 1258, the Mongol forces under Hulagu defeated the Ayyubids in the Siege of Baghdad, sacking the city following his successful campaign against the Assassins. His wife Doquz Khatun is c…","…ols in Syria In 1258, the Mongol forces under Hulagu defeated the Abbasids in the Siege of Baghdad, sacking the city following his successful campaign against the Assassins. His wife Doquz Khatun is c…",,c,
1397,"how many in-game races were available for players to create a character from in ""Asheron's Call""?",six,three,2024-09-01,2024-10-01 00:00:00,"…all allowed players to create a character, or avatar, from one of six in-game races. The players could allocate a limited number of attribute points to attributes such as ""Strength"", ""Coordination"", a…","…all allowed players to create a character, or avatar, from one of three in-game races. The players could allocate a limited number of attribute points to attributes such as ""Strength"", ""Coordination"",…",수치?,c,
1398,"what studios, apart from McCartney's home studio in Sussex, Los Angeles' Henson Studios, London's RAK Studios and AIR Studios, and New York's SeeSquared Studios, were used to record new tracks for the album?",The Mill,Hog Hill Mill,2024-07-01,2024-08-01 00:00:00,"…rded at the following studios: McCartney's home studio in Sussex, The Mill, Los Angeles' Henson Studios, London's RAK Studios and AIR Studios, and New York's SeeSquared Studios. The songs recorded at …","…rded at the following studios: McCartney's home studio in Sussex, Hog Hill Mill, Los Angeles' Henson Studios, London's RAK Studios and AIR Studios, and New York's SeeSquared Studios. The songs recorde…",,c,
1413,who is the Chief of Police in Atlantic City?,Henry White,James A. Sarkos,2024-10-01,2024-11-01 00:00:00,"…ent, which handles 150,000 calls per year. The Chief of Police is Henry White.Home Page, Atlantic City Police Department. Accessed November 22, 2015. Education The Atlantic City School District serves…","…ent, which handles 150,000 calls per year. The Chief of Police is James A. Sarkos.Home Page, Atlantic City Police Department. Accessed October 22, 2024.",,g,
1414,what club is Eusebio Di Francesco currently managing?,Frosinone,Venezia,2024-06-01,2024-07-01 00:00:00,"…ayed as a midfielder. He is currently the manager of Serie A club Frosinone. Club career Di Francesco started his career with Tuscan teams Empoli and Lucchese. In 1995, he joined Piacenza, where he ha…","…otballer who played as a midfielder. He is the head coach of club Venezia. Club career Di Francesco started his career with Tuscan teams Empoli and Lucchese. In 1995, he joined Piacenza, where he had …",,g,
1415,"what university is Danny, the child of James J. Collins, attending as a scholar?",Duke University,Stanford University,2024-09-01,2024-10-01 00:00:00,"…he University of Cambridge, and Danny, a Rachel Carson Scholar at Duke University.","… University of Cambridge, and Danny, a Knight-Hennessy Scholar at Stanford University.",,c,
1417,what is Jacqueline van Rysselberghe Herrera's medical profession?,Surgeon,Psychiatrist,2024-07-01,2024-08-01 00:00:00,…line van Rysselberghe Herrera (born 3 February 1965) is a Chilean surgeon and politician. She is a member of the right-wing party Independent Democratic Union (UDI) was National Senator from 2014 to 2…,…line van Rysselberghe Herrera (born 3 February 1965) is a Chilean psychiatrist and politician. She is a member of the right-wing party Independent Democratic Union (UDI) was National Senator from 2014…,,c,
1424,who was the local ruler that learned of Nonita's pregnancy and feared the power of the child to be born?,Aergol Lawhir,Vortiporius,2024-06-01,2024-07-01 00:00:00,… child would himself be a great preacher. A local ruler (possibly Aergol Lawhir) learned of this pregnancy and feared the power of the child to be born.,… child would himself be a great preacher. A local ruler (possibly Vortiporius) learned of this pregnancy and feared the power of the child to be born.,,c,
1443,"what is the affiliation of Wangler, Redding, Poet, Keane, and Adebisi?",African-American Homeboys,African-American Catholics/Christians,2024-10-01,2024-11-01 00:00:00,"…ryone within each group survives the show's events. There are the African-American Homeboys (Wangler, Redding, Poet, Keane, Adebisi) and Muslims (Said, Arif, Khan), the Wiseguys (Pancamo, Nappa, Schib…","…ryone within each group survives the show's events. There are the African-American Catholics/Christians (Wangler, Redding, Poet, Keane, Adebisi) and Criminals (Said, Arif, Khan), the Wiseguys (Pancamo…",,c,
1444,in which borough of New York is Eubie Blake interred in Cypress Hills Cemetery?,Brooklyn,Queens,2024-11-01,2024-12-01 00:00:00,"…nued to play and record until his death, on February 12, 1983, in Brooklyn, five days after events celebrating his purported 100th birthday (which was actually his 96th birthday). He was interred in C…","… his 96th birthday). He was interred in Cypress Hills Cemetery in Queens, New York.",,c,
1476,what is the nearest domestic airport to Sendamangalam?,Salem Airport,Tiruchirappalli International Airport,2024-08-01,2024-09-01 00:00:00,…luk. Economy Transport By Air The nearest domestic airport is the Salem Airport. By Rail The nearest major railway stations are in Namakkal and Salem.,…luk. Economy Transport By Air The nearest domestic airport is the Tiruchirappalli International Airport. By Rail The nearest major railway stations are in Namakkal and Salem.,,c,
1500,what highway connects Iloilo International Airport to Iloilo City proper?,Tomas Confesor Highway,Benigno S. Aquino Jr. Avenue,2024-10-01,2024-11-01 00:00:00,… International Airport is connected to Iloilo City proper via the Tomas Confesor Highway.,"… Airport is connected to Iloilo City proper via six to eight-lane Benigno S. Aquino Jr. Avenue. At Bangga Dama in Santa Barbara, the Tomas Confesor Highway serves as a bypass access road from the aven…",,g,
1502,what is a popular recreation destination in Buckeye?,Buckeye Hills Recreation Area,Buckeye Hills Regional Park,2024-08-01,2024-09-01 00:00:00,…storic Places. A popular recreation destination in Buckeye is the Buckeye Hills Recreation Area.,…storic Places. A popular recreation destination in Buckeye is the Buckeye Hills Regional Park.,,c,
1503,on the northern edge of which city or town is Cave Creek located in northern Maricopa County?,Paradise Valley,Scottsdale,2024-07-01,2024-08-01 00:00:00,"…sert. It sits in northern Maricopa County on the northern edge of Paradise Valley, with mountains rising to the north that eventually connect with the New River Mountains and the Black Hills.","…sert. It sits in northern Maricopa County on the northern edge of Scottsdale, with mountains rising to the north that eventually connect with the New River Mountains and the Black Hills.",,c,
1508,what notable award was George Schwartz Welch a recipient of?,Medal of Honor,Distinguished Service Cross,2024-10-01,2024-11-01 00:00:00,"…May 10, 1918 – October 12, 1954) was a World War II flying ace, a Medal of Honor nominee, and an experimental aircraft pilot after the war. Welch is best known for having been one of the few United St…","…May 10, 1918 – October 12, 1954) was a World War II flying ace, a Distinguished Service Cross recipient, and an experimental aircraft pilot after the war. Welch is best known for having been one of th…",,c,
1526,whose work may Marcel Duchamp not have been familiar with?,Sapeck,Bataille,2024-10-01,2024-11-01 00:00:00,"…isa treated satirically had already been explored in 1887 by (aka Sapeck) when he created Mona Lisa smoking a pipe, published in Le Rire.Coquelin, Ernest, Le Rire (2e éd.) / par Coquelin cadet ; ill. …","…idden Behind the Woman With the Moustache?"" Overview thumb|Eugène Bataille, La Joconde fumant la pipe, Le Rire, 1887 The subject of the Mona Lisa treated satirically had already been explored in 1887 …",,c,
1532,who is the heir apparent of Adam Blaylock Brinckman?,Alba Brinckman-Balsells,Marc Brinckman-Balsells,2024-07-01,2024-08-01 00:00:00,"…nsman of the present holder. His heir apparent is his eldest son, Alba Brinckman-Balsells (born 2000).","…nsman of the present holder. His heir apparent is his eldest son, Marc Brinckman-Balsells (born 2000).",,c,
1534,to which German city are rail cars ferried from Trelleborg?,Sassnitz,Rostock,2024-07-01,2024-08-01 00:00:00,…nates at a railway ferry quay allowing rail cars to be ferried to Sassnitz in Germany. A part of the railway is also part of the line between Malmö and Copenhagen via the Oresund Bridge. The first sev…,…nates at a railway ferry quay allowing rail cars to be ferried to Rostock in Germany. A part of the railway is also part of the line between Malmö and Copenhagen via the Oresund Bridge. The first seve…,,c,
1551,in which city is Pleasant Valley High School located?,Riverdale,Bettendorf,2024-11-01,2024-12-01 00:00:00,"…School is a public four-year comprehensive high school located in Riverdale, Iowa, on the border with Bettendorf, Iowa.Home. Pleasant Valley High School. Retrieved on July 14, 2018. ""Location: 604 Bel…","…School is a public four-year comprehensive high school located in Bettendorf, Iowa, on the border with Riverdale, Iowa.Home. Pleasant Valley High School. Retrieved on July 14, 2018. ""Location: 604 Bel…",,c,
1553,who was the owner and artist that helped form K-Paz de la Sierra along with Armando Rodríguez?,Juan Loredo,Rafael Solís,2024-10-01,2024-11-01 00:00:00,"…embers Armando Rodríguez playing Tambora (now with band AK-7) and Juan Loredo, owner and artist. K-Paz de la Sierra became well known in the genre within the United States, Mexico, and throughout Sout…","…embers Armando Rodríguez playing Tambora (now with band AK-7) and Rafael Solís, owner and artist. K-Paz de la Sierra became well known in the genre within the United States, Mexico, and throughout Sou…",,c,
1556,how many major awards has Christina Lamb won?,eighteen,nineteen,2024-11-01,2024-12-01 00:00:00,…the chief foreign correspondent of The Sunday Times. Lamb has won eighteen major awards including five British Press Awards and the European Prix Bayeux-Calvados for war correspondents. She is an Hono…,…the chief foreign correspondent of The Sunday Times. Lamb has won nineteen major awards including five British Press Awards and the European Prix Bayeux-Calvados for war correspondents. She is an Hono…,수치?,c,
1572,who is the current secretary of the Department of Financial Services?,Sanjay Malhotra,Nagaraju Maddirala,2024-08-01,2024-09-01 00:00:00,…Medium Enterprise. It started the Pradhan Mantri Jan Dhan Yojana. Sanjay Malhotra is the current secretary of this department. This department has ownership over the following central government estab…,…Medium Enterprise. It started the Pradhan Mantri Jan Dhan Yojana. Nagaraju Maddirala is the current secretary of this department. This department has ownership over the following central government es…,,g,
1574,how many ethnic categories were there in Spanish America?,Three,Four,2024-09-01,2024-10-01 00:00:00,"…red by the Spanish Crown. Initially in Spanish America there were three ethnic categories. They generally referred to the multiplicity of indigenous American peoples as ""Indians"" (indios). Those from …",…m as required by the Spanish Crown. In Spanish America there were four ethnic categories.,수치?,c,
1609,which bird group were the Calcariidae traditionally grouped with?,New World sparrows,buntings,2024-11-01,2024-12-01 00:00:00,"… of passerine birds which had been traditionally grouped with the New World sparrows, but differ in a number of respects and are usually found in open grassy areas. Lapland longspur, Calcarius lapponi…",… A Eurasian siskin Spinus spinus Lucherino – A Longspurs and snow buntings Order: PasseriformesFamily: Calcariidae The Calcariidae are a group of passerine birds which had been traditionally grouped w…,,c,
1610,what birds do rollers resemble in size and build?,Crows,Jays,2024-11-01,2024-12-01 00:00:00,"…r Rollers Order: CoraciiformesFamily: Coraciidae Rollers resemble crows in size and build, but are more closely related to the kingfishers and bee-eaters. They share the colourful appearance of those …","…A Rollers Order: CoraciiformesFamily: Coraciidae Rollers resemble jays in size and build, but are more closely related to the kingfishers and bee-eaters. They share the colourful appearance of those g…",,c,
1612,what level of the English football league system does Gillingham Football Club play in?,The third level,The fourth level,2024-08-01,2024-09-01 00:00:00,"…n football club based in Gillingham, Kent, playing in League One, the third level of the English football league system, as of the 2019–20 season. The club was formed in 1893 as New Brompton F.C.,Trig…","…otball club based in Gillingham, Kent, playing in EFL League Two, the fourth level of the English football league system, as of the 2024–25 season. The club was formed in 1893 as New Brompton F.C.,Tri…",수치?,g,
1627,which parliamentary constituency is Chickerell in for UK Parliament elections?,West Dorset,South Dorset,2024-11-01,2024-12-01 00:00:00,"…Council. For elections to the UK Parliament, Chickerell is in the West Dorset parliamentary constituency.","…Council. For elections to the UK Parliament, Chickerell is in the South Dorset parliamentary constituency.",,g,
