source_idx,question,old_answer,new_answer,old_time,new_time,old_evidence,new_evidence,flag,verdict,note
665,what match is used as the reference point for the correctness of caps and goals?,The match against Costa Rica,The match against Montserrat,2024-06-01,2024-07-01 00:00:00,"…31 May 2024. Caps and goals correct as of 30 November 2023, after the match against Costa Rica. Recent call-ups The following players have been called up within the past year.","… and 9 June 2024. Caps and goals correct as of 9 June 2024, after the match against Montserrat. Recent call-ups The following players have been called up within the past year.",,g,
666,what is the match against which the caps and goals of the Panama national football team players are correct?,Colombia,Canada,2024-10-01,2024-11-01 00:00:00,"…Caps and goals correct as of 6 July 2024, after the match against Colombia. Recent call-ups The following players have been called up within the past year.","… called up for international friendlies against United States and Canada on 12 and 15 of October 2024. Caps and goals correct as of 15 October 2024, after the match against Canada. Recent call-ups The…",,g,
668,who is the Mayor of Bad Feilnbach?,Anton Wallner (CSU),Max Singer (independent),2024-06-01,2024-07-01 00:00:00,"…ts SPD : 3 seats FW : 7 seats Mayor The Mayor of Bad Feilnbach is Anton Wallner (CSU), elected in 2018. Sports SV Bad Feilnbach eV Tennis Club Bad Feilnbach eV SG Wendelstein eV (shooting club) Mini G…","…ts SPD : 3 seats FW : 7 seats Mayor The Mayor of Bad Feilnbach is Max Singer (independent), elected in 2024. Sports SV Bad Feilnbach eV Tennis Club Bad Feilnbach eV SG Wendelstein eV (shooting club) M…",,g,
669,"what stores are featured at Hunters Plaza shopping mall, in addition to Kmart?",Countdown,Woolworths,2024-10-01,2024-11-01 00:00:00,"… was upgraded in 2015. It features 47 stores, including Kmart and Countdown.","… was upgraded in 2015. It features 47 stores, including Kmart and Woolworths.",,g,
670,"who is the head of the Ministry of Environment, Urbanisation and Climate Change?",Mehmet Özhaseki,Murat Kurum,2024-06-01,2024-07-01 00:00:00,"…ic works, and urban planning in Turkey. The ministry is headed by Mehmet Özhaseki. History The Ministry was formed in 1983 through the merger of the Ministry of Public Works (, formed 3 May 1920) and …","…ic works, and urban planning in Turkey. The ministry is headed by Murat Kurum. History The Ministry was formed in 1983 through the merger of the Ministry of Public Works (, formed 3 May 1920) and the …",,g,
682,who presents the Southern NSW and Canberra updates?,Rebecca Gaitaneris,Will Boddy,2024-06-01,2024-07-01 00:00:00,"…) studios. The Southern NSW and Canberra updates are presented by Rebecca Gaitaneris, the Regional Queensland updates are presented by Daniel Pizarro, and the Regional Victoria updates are presented b…","…) studios. The Southern NSW and Canberra updates are presented by Will Boddy, the Regional Queensland updates are presented by Philippa Christian, and the Regional Victoria updates are presented by Ka…",,g,
683,who presents the Regional Queensland updates?,Philippa Christian,Stacey Eldridge,2024-07-01,2024-10-01 00:00:00,"…d by Will Boddy, the Regional Queensland updates are presented by Philippa Christian, and the Regional Victoria updates are presented by Kasey Wilkins. The updates, which typically don't include any c…","…d by Will Boddy, the Regional Queensland updates are presented by Stacey Eldridge, and the Regional Victoria updates are presented by Kasey Wilkins. The updates, which typically don't include any corr…",,g,
693,what plant species is Combretastatin found in?,Combretum caffrum,Combretum afrum,2024-08-01,2024-09-01 00:00:00,Combretastatin is a dihydrostilbenoid found in Combretum caffrum. As a class Combretastatins are a class of natural phenols. A variety of different natural combretastatin molecules are present in the …,Combretastatin is a dihydrostilbenoid found in Combretum afrum. As a class Combretastatins are a class of natural phenols. A variety of different natural combretastatin molecules are present in the ba…,,c,
694,what match is used as the reference point for the current caps and goals of the Algeria national football team players?,The match against South Africa,The match against Uganda,2024-06-01,2024-07-01 00:00:00,"…ic-256290.html Caps and goals correct as of: 26 March 2024, after the match against South Africa. Recent call-ups The following players have also been called up to the Algeria squad at least once with…","…ee-et-louganda/ Caps and goals correct as of: 10 June 2024, after the match against Uganda. Recent call-ups The following players have also been called up to the Algeria squad at least once within the…",,g,
702,how many districts does the Rio Grande Council have?,Four,Two,2024-10-01,2024-11-01 00:00:00,…thernmost parts of Texas. Organization The Rio Grande Council has four districts: Arrowhead District Tip-O-Tex District Arroyo District Rio Bravo District Camps Laguna Station High Adventure Sea Base …,…thernmost parts of Texas. Organization The Rio Grande Council has two districts: East West Camps Laguna Station High Adventure Sea Base is located on South Padre Island. Campers can gain SCUBA certifi…,수치?,c,
703,"who captured Narwar from the successive rule of Kachwaha Rajput, Pratihara Rajput, and Tomara Rajputs?",The Mughals,The Malwa Sultanate,2024-08-01,2024-09-01 00:00:00,"…rwar successively from 12th century onwards, until its capture by the Mughals in the 16th century. It was conquered by the Maratha chief Scindia in the early 19th century. References External links Ca…","…rwar successively from 12th century onwards, until its capture by the Malwa Sultanate in the 14th century. It was conquered by the Jhala chiefs in the early 15th century and held it as a Jagir. It lat…",,c,
704,what type of fort is Chanderi Fort?,Mughal fort,Rajput fort,2024-10-01,2024-11-01 00:00:00,"…nderi became an important military outpost. Chanderi Fort, a vast Mughal fort, dominates the skyline of the lovely old town of Chanderi.","…nderi became an important military outpost. Chanderi Fort, a vast Rajput fort, dominates the skyline of the lovely old town of Chanderi.",,c,
706,what was inaugurated as Tunisia's national stadium ahead of the 2001 Mediterranean Games?,Stade 7 November,Hammadi Agrebi Stadium,2024-09-01,2024-10-01 00:00:00,"…4 African Cup of Nations. It also hosted the 2004 AFCON. In 2001, Stade 7 November was inaugurated as Tunisia's national stadium ahead of the 2001 Mediterranean Games. Located in Radès, the stadium ha…","…African Cup of Nations. It also hosted the 2004 edition. In 2001, Hammadi Agrebi Stadium was inaugurated as Tunisia's national stadium ahead of the 2001 Mediterranean Games. Located in Radès, Tunis. T…",수치?,c,
707,how many official titles has the Tunisian national team won throughout its history?,Four,Two,2024-10-01,2024-11-01 00:00:00,…layer records Competitive record Champions Runners-up Third place Fourth place Hosted tournament FIFA World Cup Africa Cup of Nations African Nations Championship FIFA Arab Cup FIFA Confederations Cup…,"…ry, according to FIFA statutes the Tunisian national team has won two official senior titles, the 2004 Africa Cup of Nations and the 2011 African Nations Championship. It also won two regional competi…",수치?,c,
708,how many friendly titles has the Tunisia national football team won?,ten,nine,2024-10-01,2024-11-01 00:00:00,"…2001 Mediterranean Games and 1963 Arab Cup. The team has also won ten friendly titles, including international friendly tournaments listed below. Continental Africa Cup of Nations 15px Champions (1): …","…UAFA and the 1973 Palestine Cup of Nations. The team has also won nine friendly titles, including international friendly tournaments listed below. Continental Africa Cup of Nations 22px Champions (1):…",수치?,c,
711,"whose body must Joe give up, according to Mr. Jordan?",Farnsworth's body,Leo's body,2024-08-01,2024-09-01 00:00:00,"…acters face a crisis. Mr. Jordan informs Joe that he must give up Farnsworth's body as well. Joe resists but hints to Betty that she might someday meet someone else, possibly another quarterback, and …",…acters face a crisis. Mr. Jordan informs Joe that he must give up Leo's body as well.,,c,
712,who does Tom remind Betty of when he says something as they exit the venue?,Farnsworth/Joe,Leo/Joe,2024-08-01,2024-09-01 00:00:00,"…they exit the venue, and Tom says something that reminds Betty of Farnsworth/Joe. Looking into his eyes, Betty remembers what he said to her before and whispers ""You're the quarterback."" Tom asks her …","…they exit the venue, and Tom says something that reminds Betty of Leo/Joe. Looking into his eyes, Betty remembers what he said to her before and whispers ""You're the quarterback."" Tom asks her to go w…",,c,
713,what match is used as the reference point for the number of caps and goals for DR Congo players?,South Africa,Togo,2024-06-01,2024-07-01 00:00:00,"…ively. Caps and goals as of 10 February 2024, after match against South Africa.","…the 2026 FIFA World Cup qualification matches against Senegal and Togo on 6 and 9 June 2024 respectively. Caps and goals as of 9 June 2024, after match against Togo. Recent call-ups The following play…",,g,
714,what is the match referenced for the caps and goals of DR Congo players?,Match against Ethiopia,Second match against Tanzania,2024-10-01,2024-11-01 00:00:00,"…r 2024 respectively. Caps and goals as of 9 September 2024, after match against Ethiopia. Recent call-ups The following players have also been called up for DR Congo in the last twelve months and are …","…024 respectively. Caps and goals as of 15 October 2024, after the second match against Tanzania. Recent call-ups The following players have also been called up for DR Congo in the last twelve months a…",수치?,g,
715,what type of folksongs was Louise Manny stipulated to collect by Lord Beaverbrook?,Indigenous works,New Brunswick folksongs,2024-11-01,2024-12-01 00:00:00,"… on her folklore collections. He stipulated that she collect only indigenous works, not those passed down from other sources. After she completed her assignment for Beaverbrook (published as Songs of …","… on her folklore collections. He stipulated that she collect only New Brunswick folksongs, not those passed down from other sources. After she completed her assignment for Beaverbrook (published as So…",,c,
720,"what film was the original fake trailer for ""Machete"" attached to?",Planet Terror,Grindhouse,2024-10-01,2024-11-01 00:00:00,"… Marketing The original fake trailer was released and attached to Planet Terror in 2007. On July 28, 2010, it was confirmed that Machete would headline the Venice Film Festival held on September 1, 20…",… Marketing The original fake trailer was released and attached to Grindhouse in 2007.,,c,
733,who was left on the street as a result of Pappas putting Stern together with Anselmo to receive a bribe?,The young Zapatti,Tino,2024-08-01,2024-09-01 00:00:00,…ppas put Stern together with Anselmo to receive a bribe and leave the young Zapatti on the street.,…ppas put Stern together with Anselmo to receive a bribe and leave Tino on the street.,,c,
735,who are the title-holders of the Duhallow Junior A Hurling Championship?,Newmarket,Dromtarriffe,2024-10-01,2024-11-01 00:00:00,"… from the other six divisions to contest the county championship. Newmarket are the title-holders, defeating Dromtarriffe by 4-14 to 2-13 in the 2023 final. Format Group stage The 8 teams are divided …","… from the other six divisions to contest the county championship. Dromtarriffe are the title-holders, defeating Newmarket by 3–18 to 3–14 in the 2024 final. Format Group stage The 8 teams are divided …",,g,
753,"what is the common name of Spondias dulcis (syn. ""Spondias cytherea"")?",June plum,April plum,2024-09-01,2024-10-01 00:00:00,"…fruit Spondias dulcis (syn. Spondias cytherea), known commonly as June plum, is a tropical tree, with edible fruit containing a fibrous pit. In the English-speaking Caribbean it is typically known as …","…fruit Spondias dulcis (syn. Spondias cytherea), known commonly as April plum, is a tropical tree, with edible fruit containing a fibrous pit. In the English-speaking Caribbean it is typically known as…",,c,
759,"what is the add-on facility in the classrooms of Bhavan's Vidya Mandir, Girinagar?","The ""Plasma TV""","The ""INTERACTIVE PANEL BOARD""",2024-10-01,2024-11-01 00:00:00,"…om to aid students with learning disabilities An Add-On Facility: The ""Plasma TV"" Classrooms are the best and favorite places of all children, from Class I to XII. The school does not just have a teac…","…om to aid students with learning disabilities An Add-On Facility: The ""INTERACTIVE PANEL BOARD"" Intelligent Interactive Panels for classrooms. The education sector is not an exception to its skyrocket…",,c,
760,in which division of the County Football League does Annascaul GAA Club play?,Division 2,Division 4,2024-07-01,2024-08-01 00:00:00,"…ll and is based in Annascaul, County Kerry, Ireland. They play in Division 2 of the County Football League and in the Kerry Junior Football Championship. Annascaul is formed by three communities- Anna…","…ll and is based in Annascaul, County Kerry, Ireland. They play in Division 4 of the County Football League and in the Kerry Junior Premier Football Championship. Annascaul is formed by three communiti…",수치?,c,
763,what is the name of the venue in Riyadh where Saudi Arabia historically played most of their home matches?,King Fahd International Stadium,King Fahd Sports City,2024-06-01,2024-07-01 00:00:00,"…s Historically, Saudi Arabia played most of their home matches in King Fahd International Stadium, located in the capital Riyadh. The stadium was also where some of Saudi Arabia's most important fixtu…","…s Historically, Saudi Arabia played most of their home matches in King Fahd Sports City, located in the capital Riyadh. The stadium was also where some of Saudi Arabia's most important fixtures were p…",,c,
772,"in which region of the United States did ""Drepanosaurus"" likely live in a streamside environment?",Midwestern United States,Southwestern United States,2024-09-01,2024-10-01 00:00:00,"…w modern day Italy, as well as in a streamside environment in the midwestern United States. Description left|thumb|Reconstruction of D. unguicaudatus Drepanosaurus is known to have a huge claw on the …","…w modern day Italy, as well as in a streamside environment in the southwestern United States. Description left|thumb|Reconstruction of D. unguicaudatus Drepanosaurus is known to have a huge claw on th…",,c,
773,what is the scientific name of the eastern clapper lark?,Mirafra fasciolata,Corypha fasciolata,2024-09-01,2024-10-01 00:00:00,The eastern clapper lark (Mirafra fasciolata) is a small passerine bird which breeds in southern Africa. It derives its name from the wing clapping which forms part of its display flight. Taxonomy and…,The eastern clapper lark (Corypha fasciolata) is a small passerine bird which breeds in southern Africa. It derives its name from the wing clapping which forms part of its display flight. Taxonomy and…,,c,
774,who managed the Playhouse Theatre after it was purchased by Maidstone Productions?,The Ambassador Theatre Group,ATG Entertainment,2024-06-01,2024-07-01 00:00:00,"… theatre history accessed 28 March 2007 with the venue managed by the Ambassador Theatre Group. The Playhouse hosted Richard Eyre's 2003 Olivier Award-winning production of Vincent in Brixton, starrin…","… theatre history accessed 28 March 2007 with the venue managed by ATG Entertainment. The Playhouse hosted Richard Eyre's 2003 Olivier Award-winning production of Vincent in Brixton, starring Clare Hig…",,g,
775,what team is Alejandro Alberto De Aza Ceda currently playing for?,No team (free agent),Staten Island FerryHawks,2024-06-01,2024-07-01 00:00:00,"…84) is a Dominican professional baseball outfielder who is a free agent. He has previously played in Major League Baseball (MLB) for the Florida Marlins, Chicago White Sox, Baltimore Orioles, Boston R…","…11, 1984) is a Dominican professional baseball outfielder for the Staten Island FerryHawks of the Atlantic League of Professional Baseball. He has previously played in Major League Baseball (MLB) for …",,g,
781,"what ranking is the rainfall event in Oklahoma, where rainfall exceeded in isolated spots, in terms of the wettest tropical cyclone remnants on record for the state?",Third,Fourth,2024-09-01,2024-10-01 00:00:00,"…. Rainfall exceeded in isolated spots, which turned out to be the third wettest tropical cyclone remnant on record for Oklahoma. 1 475.2 18.71 Norma 1981 Kingston 4 SSE 2 430.5 16.95 Tico 1983 Just so…","…. Rainfall exceeded in isolated spots, which turned out to be the fourth wettest tropical cyclone remnant on record for Oklahoma. 1 475.2 18.71 Norma 1981 Kingston 4 SSE 2 430.5 16.95 Tico 1983 Just s…",수치?,c,
782,what was the wettest hurricane in the mountains of North Carolina?,Hurricane Frances,Hurricane Helene,2024-10-01,2024-11-01 00:00:00,"…hich dropped over of rainfall in Elizabethtown. In the mountains, Hurricane Frances of September 2004 was the wettest, bringing over of rainfall to Mount Mitchell. 1 912.6 35.93 Florence 2018 Elizabet…","…hich dropped over of rainfall in Elizabethtown. In the mountains, Hurricane Helene of September 2024 was the wettest, bringing over of rainfall to Busick, which is the settlement closest to Mount Mitc…",,g,
801,what was Chief Oluyole known as the Founding Father of?,Oluyole Local Government,Ibadan,2024-07-01,2024-08-01 00:00:00,"…of the Alaafin Abiodun. Life and Career of the Founding Father of Oluyole Local Government Due to the strain caused by the Yoruba civil wars of the 19th century, Old Oyo's senior chiefs fought among t…","…contributed immensely to the military and economic development of Ibadan during the city's formative years, a period which had its share of tumult and uncertainty. He was born in Old Oyo to the polyga…",,c,
820,how many described fossil genera are there in the Eschrichtiidae family?,Three,Four,2024-09-01,2024-10-01 00:00:00,"…xtant species, the gray whale (Eschrichtius robustus), as well as three described fossil genera: Archaeschrichtius and Eschrichtioides from the Miocene and Pliocene of Italy respectively, and Gricetoi…","…xtant species, the gray whale (Eschrichtius robustus), as well as four described fossil genera: Archaeschrichtius (Miocene), Glaucobalaena and Eschrichtioides (Pliocene) from Italy, and Gricetoides fr…",수치?,c,
821,what conference does West Aurora compete in?,Southwest Prairie Conference,Upstate Eight Conference,2024-08-01,2024-09-01 00:00:00,"… a whole. Athletics Starting in 2019, West Aurora competes in the Southwest Prairie Conference.""West Aurora votes to join Southwest Prairie Conference,"" Linda Girardi, Aurora Beacon-News, 6 Sept. 2018…","… a whole. Athletics Starting in 2019, West Aurora competes in the Upstate Eight Conference. West Aurora previously competed in the DuPage Valley Conference and the Southwest Prairie Conference""West Au…",수치?,g,
822,how many micropolitan statistical areas were delineated by the OMB in Nevada?,six,five,2024-06-01,2024-07-01 00:00:00,"…ined statistical areas, three metropolitan statistical areas, and six micropolitan statistical areas in Nevada. __TOC__ Statistical areas The Office of Management and Budget (OMB) has designated more …","…ined statistical areas, three metropolitan statistical areas, and five micropolitan statistical areas in Nevada. As of 2023, the largest of these is the Las Vegas-Henderson, NV CSA, comprising the are…",수치?,c,
823,which state has four PSAs comprising two combined statistical areas and two micropolitan statistical areas out of its ten statistical areas?,California,Nevada,2024-07-01,2024-08-01 00:00:00,"…CA μSA50,68649,545 (NV)Douglas County, Nevada49,545Alpine County, California1,141Fallon, NV μSA25,803Churchill County, Nevada25,803noneElko, NV μSA56,210Elko County, Nevada54,293Eureka County, Nevada1…","…se is the Las Vegas-Henderson, NV CSA, comprising the area around Nevada's largest city, Las Vegas. __TOC__ Table +The ten United States statistical areas, 16 counties and one independent city of the …",,c,
826,what was established in what would later become Mount Eden Village?,A tea kiosk,A store by Alfred Cucksey,2024-06-01,2024-07-01 00:00:00,"…he mountain was officially protected as a public reserve. The tea kiosk on the slope of Mt Eden was built in 1927. The Colonial Ammunition Company, first formed in 1885, was based at Mount Eden.","…art having suburban development in the late 1800s. In 1873 Alfred Cucksey established a store in what would later become Mount Eden Village. The Colonial Ammunition Company, first formed in 1885, was …",,c,
829,what position is Paul Morrissey among his siblings?,The second youngest,The fourth,2024-10-01,2024-11-01 00:00:00,"… Films of Paul Morrissey. Cambridge University Press, 1993. pp 13 The second youngest of five children, Morrissey attended Fordham Prep and Fordham University, both Catholic schools. Upon graduation, …","… Films of Paul Morrissey. Cambridge University Press, 1993. pp 13 The fourth of five children, Morrissey attended Fordham Prep and Fordham University, both Catholic schools. Upon graduation, he enlist…",수치?,c,
830,how many combined statistical areas were delineated by the OMB in Oklahoma?,Four,Six,2024-07-01,2024-08-01 00:00:00,"…Management and Budget (OMB). On March 6, 2020, the OMB delineated four combined statistical areas, five metropolitan statistical areas, and 17 micropolitan statistical areas in Oklahoma. __TOC__ Table…","…Management and Budget (OMB). On March 6, 2020, the OMB delineated six combined statistical areas, five metropolitan statistical areas, and 17 micropolitan statistical areas in Oklahoma. As of 2023, th…",수치?,c,
856,which river did Philip's army march upstream to penetrate the interior?,Hebrus river,Martisa river,2024-11-01,2024-12-01 00:00:00,…en Philip's army penetrated the interior by marching upstream the Hebrus river. The Odrysians resisted valiantly and confronted the Macedonians in many battles.,…en Philip's army penetrated the interior by marching upstream the Martisa river.,,c,
866,what state did the group start from when Orson Pratt acted as the company's scientific observer on their way to Utah?,Missouri,Illinois,2024-09-01,2024-10-01 00:00:00,"…portant Mormon history resource. As the group made their way from Missouri to Utah, Pratt acted as the company's scientific observer.","…portant Mormon history resource. As the group made their way from Illinoishttps://www.churchofjesuschrist.org/study/history/topics/departure-from-nauvoo?lang=eng to Utah, Pratt acted as the company's …",,c,
867,how many bars does the Café del Mar brand include outside of Ibiza?,Eight bars,Seven bars,2024-06-01,2024-07-01 00:00:00,"…day, Café del Mar is a bar brand that includes a bar in Ibiza and eight bars elsewhere in the world, including MaltaCafé del Mar Brand - cafedelmarmusic.comCafé del Mar Global - cafedelmar.com.mt and …","…day, Café del Mar is a bar brand that includes a bar in Ibiza and seven bars elsewhere in the world, including Cartagena de Indias.",수치?,c,
868,what hills comprise the easternmost Meghalaya that is partly isolated being surrounded by three sides?,Karbi Hills,Mikir Hills,2024-07-01,2024-08-01 00:00:00,"Karbi Hills are a group of hills located to the south of the Kaziranga National Park, Assam. The easternmost Meghalaya comprising the detached Karbi Hills is partly isolated being surrounded by three …","Mikir Hills are a group of hills located to the south of the Kaziranga National Park, Assam. The easternmost Meghalaya comprising the detached Mikir Hills is partly isolated being surrounded by three …",,c,
869,who is the present MP of Bapatla lok sabha constituency?,Nandigam Suresh of YSRCP,Tenneti Krishna Prasad of TDP,2024-08-01,2024-09-01 00:00:00,…sam Party is the present MLA of Repalle assembly constituency and Nandigam Suresh of YSRCP is the present MP of Bapatla lok sabha constituency.,…sam Party is the present MLA of Repalle assembly constituency and Tenneti Krishna Prasad of TDP is the present MP of Bapatla lok sabha constituency.,,g,
915,what Jewish population is affected by OPMD?,Jewish Ashkenazi,Jewish Bukharan,2024-09-01,2024-10-01 00:00:00,"…lly, and affected individuals have been found in Europe (France), Jewish Ashkenazi, and Spanish Americans. See also Muscular dystrophy PABPN1 References Further reading External links Category:Muscula…","…lly, and affected individuals have been found in Europe (France), Jewish Bukharan, and Spanish Americans. See also Muscular dystrophy PABPN1 References Further reading External links Category:Muscular…",,c,
938,what high school did Robert A. Costa attend in Maryland?,Arundel High School,Annapolis High School,2024-09-01,2024-10-01 00:00:00,"…s born on October 9, 1958, in Linthicum, Maryland. Costa attended Arundel High School in Gambrills, Maryland.","…s born on October 9, 1958, in Linthicum, Maryland. Costa attended Annapolis High School in Annapolis, Maryland.",,c,
939,how many Golden Globe Awards has Martin McDonagh won?,four,two,2024-07-01,2024-08-01 00:00:00,"… numerous accolades including an Academy Award, six BAFTA Awards, four Golden Globe Awards, and three Olivier Awards, with nominations for five Tony Awards. His plays, many of which have been produced…","… numerous accolades including an Academy Award, six BAFTA Awards, two Golden Globe Awards, and three Olivier Awards, with nominations for five Tony Awards. His plays, many of which have been produced …",수치?,c,
941,what type of distribution does the distribution of the longest edge length around its expected value converge to for large numbers of points?,Laplace distribution,Gumbel distribution,2024-06-01,2024-07-01 00:00:00,"… the longest edge length around its expected value converges to a Laplace distribution. Any geometric spanner, a subgraph of a complete geometric graph whose shortest paths approximate the Euclidean d…","… the longest edge length around its expected value converges to a Gumbel distribution. Any geometric spanner, a subgraph of a complete geometric graph whose shortest paths approximate the Euclidean di…",,c,
942,"how many rasas (emotions) did Bharata Muni enunciate in the ""Nātyasāstra""?",Eight,Nine,2024-07-01,2024-08-01 00:00:00,"…ories Pre-modern history In Hinduism, Bharata Muni enunciated the eight rasas (emotions) in the Nātyasāstra, an ancient Sanskrit text of dramatic theory and other performance arts, written between 200…","…ories Pre-modern history In Hinduism, Bharata Muni enunciated the nine rasas (emotions) in the Nātyasāstra, an ancient Sanskrit text of dramatic theory and other performance arts, written between 200 …",수치?,c,
950,who is the coach of the Western Illinois Leathernecks men's basketball team?,Rob Jeter,Chad Boudreau,2024-06-01,2024-07-01 00:00:00,"…plays it home games at 5,139-seat Western Hall and are coached by Rob Jeter. Women's basketball The Western Illinois Leathernecks women's basketball team is a member of the Ohio Valley Conference, whi…","…plays it home games at 5,139-seat Western Hall and are coached by Chad Boudreau. Women's basketball The Western Illinois Leathernecks women's basketball team is a member of the Ohio Valley Conference,…",,g,
